Date,Price,Product_name,Product_code,Amount
30/06/2012,1245.52,San pham D,SPD,894.46
01/07/2012,1250.52,San pham D,SPD,894.46
02/07/2012,1255.52,San pham D,SPD,894.46
03/07/2012,1260.52,San pham D,SPD,894.46
04/07/2012,1265.52,San pham D,SPD,894.46
05/07/2012,1270.52,San pham D,SPD,894.46
06/07/2012,1275.52,San pham D,SPD,894.46
07/07/2012,1280.52,San pham D,SPD,894.46
08/07/2012,1285.52,San pham D,SPD,894.46
09/07/2012,1290.52,San pham D,SPD,894.46
10/07/2012,1295.52,San pham D,SPD,894.46
11/07/2012,1300.52,San pham D,SPD,894.46
12/07/2012,1305.52,San pham D,SPD,894.46
13/07/2012,1310.52,San pham D,SPD,894.46
14/07/2012,1315.52,San pham D,SPD,894.46
15/07/2012,1320.52,San pham D,SPD,894.46
16/07/2012,1325.52,San pham D,SPD,894.46
17/07/2012,1330.52,San pham D,SPD,894.46
18/07/2012,1335.52,San pham D,SPD,894.46
19/07/2012,1340.52,San pham D,SPD,894.46
20/07/2012,1345.52,San pham D,SPD,894.46
21/07/2012,1350.52,San pham D,SPD,894.46
22/07/2012,1355.52,San pham D,SPD,894.46
23/07/2012,1360.52,San pham D,SPD,894.46
24/07/2012,1365.52,San pham D,SPD,894.46
25/07/2012,1370.52,San pham D,SPD,894.46
26/07/2012,1375.52,San pham D,SPD,894.46
27/07/2012,1380.52,San pham D,SPD,894.46
28/07/2012,1385.52,San pham D,SPD,894.46
29/07/2012,1390.52,San pham D,SPD,894.46
30/07/2012,1395.52,San pham D,SPD,894.46
31/07/2012,1400.52,San pham D,SPD,894.46
01/08/2012,1405.52,San pham D,SPD,894.46
02/08/2012,1410.52,San pham D,SPD,894.46
03/08/2012,1415.52,San pham D,SPD,894.46
04/08/2012,1420.52,San pham D,SPD,894.46
05/08/2012,1425.52,San pham D,SPD,894.46
06/08/2012,1430.52,San pham D,SPD,894.46
07/08/2012,1435.52,San pham D,SPD,894.46
08/08/2012,1440.52,San pham D,SPD,894.46
09/08/2012,1445.52,San pham D,SPD,894.46
10/08/2012,1450.52,San pham D,SPD,894.46
11/08/2012,1455.52,San pham D,SPD,894.46
12/08/2012,1460.52,San pham D,SPD,894.46
13/08/2012,1465.52,San pham D,SPD,894.46
14/08/2012,1470.52,San pham D,SPD,894.46
15/08/2012,1475.52,San pham D,SPD,894.46
16/08/2012,1480.52,San pham D,SPD,894.46
17/08/2012,1485.52,San pham D,SPD,894.46
18/08/2012,1490.52,San pham D,SPD,894.46
19/08/2012,1495.52,San pham D,SPD,894.46
20/08/2012,1500.52,San pham D,SPD,894.46
21/08/2012,1526.62,San pham D,SPD,894.46
22/08/2012,1552.72,San pham D,SPD,894.46
23/08/2012,1578.82,San pham D,SPD,894.46
24/08/2012,1604.92,San pham D,SPD,894.46
25/08/2012,1631.02,San pham D,SPD,894.46
26/08/2012,1657.12,San pham D,SPD,894.46
27/08/2012,1683.22,San pham D,SPD,894.46
28/08/2012,1709.32,San pham D,SPD,894.46
29/08/2012,1735.42,San pham D,SPD,894.46
30/08/2012,1761.52,San pham D,SPD,894.46
31/08/2012,1787.62,San pham D,SPD,894.46
01/09/2012,1813.72,San pham D,SPD,894.46
02/09/2012,1839.82,San pham D,SPD,894.46
03/09/2012,1865.92,San pham D,SPD,894.46
04/09/2012,1892.02,San pham D,SPD,894.46
05/09/2012,1918.12,San pham D,SPD,894.46
06/09/2012,1944.22,San pham D,SPD,894.46
07/09/2012,1970.32,San pham E,SPE,894.46
08/09/2012,1996.42,San pham E,SPE,894.46
09/09/2012,2022.52,San pham E,SPE,894.46
10/09/2012,2048.62,San pham E,SPE,894.46
11/09/2012,2074.72,San pham E,SPE,894.46
12/09/2012,2100.82,San pham E,SPE,894.46
13/09/2012,2126.92,San pham E,SPE,894.46
14/09/2012,2153.02,San pham E,SPE,894.46
15/09/2012,2179.12,San pham E,SPE,894.46
16/09/2012,2205.22,San pham E,SPE,894.46
17/09/2012,2231.32,San pham E,SPE,894.46
18/09/2012,2257.42,San pham E,SPE,894.46
19/09/2012,2283.52,San pham E,SPE,894.46
20/09/2012,2309.62,San pham E,SPE,894.46
21/09/2012,2335.72,San pham E,SPE,894.46
22/09/2012,2361.82,San pham E,SPE,894.46
23/09/2012,2387.92,San pham E,SPE,894.46
24/09/2012,2414.02,San pham E,SPE,894.46
25/09/2012,2440.12,San pham E,SPE,894.46
26/09/2012,2466.22,San pham E,SPE,894.46
27/09/2012,2492.32,San pham E,SPE,894.46
28/09/2012,2518.42,San pham E,SPE,894.46
29/09/2012,2544.52,San pham E,SPE,894.46
30/09/2012,2570.62,San pham E,SPE,894.46
01/10/2012,2596.72,San pham E,SPE,894.46
02/10/2012,2622.82,San pham E,SPE,894.46
03/10/2012,2648.92,San pham E,SPE,894.46
04/10/2012,2675.02,San pham E,SPE,894.46
05/10/2012,2701.12,San pham E,SPE,894.46
06/10/2012,2727.22,San pham E,SPE,894.46
07/10/2012,2753.32,San pham E,SPE,894.46
08/10/2012,2779.42,San pham E,SPE,894.46
09/10/2012,2805.52,San pham E,SPE,894.46
10/10/2012,2831.62,San pham E,SPE,894.46
11/10/2012,2857.72,San pham E,SPE,894.46
12/10/2012,2883.82,San pham E,SPE,894.46
13/10/2012,2909.92,San pham E,SPE,894.46
14/10/2012,2936.02,San pham E,SPE,894.46
15/10/2012,2962.12,San pham E,SPE,894.46
16/10/2012,2988.22,San pham E,SPE,894.46
17/10/2012,3014.32,San pham E,SPE,894.46
18/10/2012,3040.42,San pham E,SPE,894.46
19/10/2012,3066.52,San pham E,SPE,894.46
20/10/2012,3092.62,San pham E,SPE,894.46
21/10/2012,3118.72,San pham E,SPE,894.46
22/10/2012,3144.82,San pham E,SPE,894.46
23/10/2012,3170.92,San pham E,SPE,894.46
24/10/2012,3197.02,San pham E,SPE,894.46
25/10/2012,3223.12,San pham E,SPE,894.46
26/10/2012,3249.22,San pham E,SPE,894.46
27/10/2012,3275.32,San pham E,SPE,894.46
28/10/2012,3301.42,San pham E,SPE,894.46
29/10/2012,3327.52,San pham E,SPE,894.46
30/10/2012,3353.62,San pham E,SPE,894.46
31/10/2012,3379.72,San pham E,SPE,894.46
01/11/2012,3405.82,San pham E,SPE,894.46
02/11/2012,3431.92,San pham E,SPE,894.46
03/11/2012,3458.02,San pham E,SPE,894.46
04/11/2012,3484.12,San pham E,SPE,894.46
05/11/2012,3510.22,San pham E,SPE,894.46
06/11/2012,3536.32,San pham E,SPE,894.46
07/11/2012,3562.42,San pham E,SPE,894.46
08/11/2012,3588.52,San pham E,SPE,894.46
09/11/2012,3614.62,San pham E,SPE,894.46
10/11/2012,3640.72,San pham E,SPE,894.46
11/11/2012,3666.82,San pham E,SPE,894.46
12/11/2012,3692.92,San pham E,SPE,894.46
13/11/2012,3719.02,San pham E,SPE,894.46
14/11/2012,3745.12,San pham E,SPE,894.46
15/11/2012,3771.22,San pham E,SPE,894.46
16/11/2012,3797.32,San pham E,SPE,894.46
17/11/2012,3823.42,San pham E,SPE,894.46
18/11/2012,3849.52,San pham E,SPE,894.46
19/11/2012,3875.62,San pham E,SPE,894.46
20/11/2012,3901.72,San pham E,SPE,894.46
21/11/2012,3927.82,San pham E,SPE,894.46
22/11/2012,3953.92,San pham E,SPE,894.46
23/11/2012,3980.02,San pham E,SPE,894.46
24/11/2012,4006.12,San pham E,SPE,894.46
25/11/2012,4032.22,San pham E,SPE,894.46
26/11/2012,4058.32,San pham E,SPE,894.46
27/11/2012,4084.42,San pham E,SPE,894.46
28/11/2012,4110.52,San pham E,SPE,894.46
29/11/2012,4136.62,San pham E,SPE,894.46
30/11/2012,4162.72,San pham E,SPE,894.46
01/12/2012,4188.82,San pham E,SPE,894.46
02/12/2012,4214.92,San pham E,SPE,894.46
03/12/2012,4241.02,San pham E,SPE,894.46
04/12/2012,4267.12,San pham E,SPE,894.46
05/12/2012,4293.22,San pham E,SPE,894.46
06/12/2012,4319.32,San pham E,SPE,894.46
07/12/2012,4345.42,San pham E,SPE,894.46
08/12/2012,4371.52,San pham E,SPE,894.46
09/12/2012,4397.62,San pham E,SPE,894.46
10/12/2012,4423.72,San pham E,SPE,894.46
11/12/2012,4449.82,San pham E,SPE,894.46
12/12/2012,4475.92,San pham E,SPE,894.46
13/12/2012,4502.02,San pham E,SPE,894.46
14/12/2012,4528.12,San pham E,SPE,1594.46
15/12/2012,4554.22,San pham E,SPE,1594.46
16/12/2012,4580.32,San pham E,SPE,1594.46
17/12/2012,4606.42,San pham E,SPE,1594.46
18/12/2012,4632.52,San pham E,SPE,1594.46
19/12/2012,4658.62,San pham E,SPE,1594.46
20/12/2012,4684.72,San pham E,SPE,1594.46
21/12/2012,4710.82,San pham E,SPE,1594.46
22/12/2012,4736.92,San pham E,SPE,1594.46
23/12/2012,4763.02,San pham E,SPE,1594.46
24/12/2012,4789.12,San pham E,SPE,1594.46
25/12/2012,4815.22,San pham E,SPE,1594.46
26/12/2012,4841.32,San pham E,SPE,1594.46
27/12/2012,4867.42,San pham E,SPE,1594.46
28/12/2012,4893.52,San pham E,SPE,1594.46
29/12/2012,4919.62,San pham E,SPE,1594.46
30/12/2012,4945.72,San pham E,SPE,1594.46
31/12/2012,4971.82,San pham E,SPE,1594.46
01/01/2013,4997.92,San pham E,SPE,1594.46
02/01/2013,5024.02,San pham E,SPE,1594.46
03/01/2013,5050.12,San pham E,SPE,1594.46
04/01/2013,5076.22,San pham E,SPE,1594.46
05/01/2013,5102.32,San pham E,SPE,1594.46
06/01/2013,5128.42,San pham E,SPE,1594.46
07/01/2013,5154.52,San pham E,SPE,1594.46
08/01/2013,5180.62,San pham E,SPE,1594.46
09/01/2013,5206.72,San pham E,SPE,1594.46
10/01/2013,5232.82,San pham E,SPE,1594.46
11/01/2013,5258.92,San pham E,SPE,1594.46
12/01/2013,5285.02,San pham E,SPE,1594.46
13/01/2013,5311.12,San pham E,SPE,1594.46
14/01/2013,5337.22,San pham E,SPE,1594.46
15/01/2013,5363.32,San pham E,SPE,1594.46
16/01/2013,5389.42,San pham E,SPE,1594.46
17/01/2013,5415.52,San pham E,SPE,1594.46
18/01/2013,5441.62,San pham E,SPE,1594.46
19/01/2013,5467.72,San pham E,SPE,1594.46
20/01/2013,5493.82,San pham E,SPE,1594.46
21/01/2013,5519.92,San pham E,SPE,1594.46
22/01/2013,5546.02,San pham E,SPE,1594.46
23/01/2013,5572.12,San pham E,SPE,1594.46
24/01/2013,5598.22,San pham E,SPE,1594.46
25/01/2013,5624.32,San pham E,SPE,1594.46
26/01/2013,5650.42,San pham E,SPE,1594.46
27/01/2013,5676.52,San pham E,SPE,1594.46
28/01/2013,5702.62,San pham E,SPE,1594.46
29/01/2013,5728.72,San pham E,SPE,1594.46
30/01/2013,5754.82,San pham E,SPE,1594.46
31/01/2013,5780.92,San pham E,SPE,1594.46
01/02/2013,5807.02,San pham E,SPE,1594.46
02/02/2013,5833.12,San pham E,SPE,1594.46
03/02/2013,5859.22,San pham E,SPE,1594.46
04/02/2013,5885.32,San pham E,SPE,1594.46
05/02/2013,5911.42,San pham E,SPE,1594.46
06/02/2013,5937.52,San pham E,SPE,1594.46
07/02/2013,5963.62,San pham E,SPE,1594.46
08/02/2013,5989.72,San pham E,SPE,1594.46
09/02/2013,6015.82,San pham E,SPE,1594.46
10/02/2013,6041.92,San pham E,SPE,1594.46
11/02/2013,6068.02,San pham E,SPE,1594.46
12/02/2013,6094.12,San pham E,SPE,1594.46
13/02/2013,6120.22,San pham E,SPE,1594.46
14/02/2013,6146.32,San pham E,SPE,1594.46
15/02/2013,6172.42,San pham E,SPE,1594.46
16/02/2013,6198.52,San pham E,SPE,1594.46
17/02/2013,6224.62,San pham E,SPE,1594.46
18/02/2013,6250.72,San pham E,SPE,4939
19/02/2013,6276.82,San pham E,SPE,4939
20/02/2013,6302.92,San pham E,SPE,4939
21/02/2013,6329.02,San pham E,SPE,4939
22/02/2013,6355.12,San pham E,SPE,4939
23/02/2013,6381.22,San pham E,SPE,4939
24/02/2013,6407.32,San pham E,SPE,5338
25/02/2013,6433.42,San pham E,SPE,5737
26/02/2013,6459.52,San pham E,SPE,6136
27/02/2013,6485.62,San pham E,SPE,6535
28/02/2013,6511.72,San pham E,SPE,6934
01/03/2013,6537.82,San pham E,SPE,7333
02/03/2013,6563.92,San pham E,SPE,7732
03/03/2013,6590.02,San pham E,SPE,8131
04/03/2013,6616.12,San pham E,SPE,8530
05/03/2013,6642.22,San pham E,SPE,8929
06/03/2013,6668.32,San pham E,SPE,9328
07/03/2013,6694.42,San pham E,SPE,9727
08/03/2013,6720.52,San pham E,SPE,10126
09/03/2013,6746.62,San pham E,SPE,10525
10/03/2013,6772.72,San pham E,SPE,10924
11/03/2013,6798.82,San pham E,SPE,11323
12/03/2013,6824.92,San pham E,SPE,11722
13/03/2013,6851.02,San pham E,SPE,12121
14/03/2013,6877.12,San pham E,SPE,12520
15/03/2013,6903.22,San pham E,SPE,12919
16/03/2013,6929.32,San pham E,SPE,13318
17/03/2013,6955.42,San pham E,SPE,13717
18/03/2013,6981.52,San pham E,SPE,14116
19/03/2013,7007.62,San pham E,SPE,14515
20/03/2013,7033.72,San pham E,SPE,14914
21/03/2013,7059.82,San pham E,SPE,15313
22/03/2013,7085.92,San pham E,SPE,15712
23/03/2013,7112.02,San pham E,SPE,16111
24/03/2013,7138.12,San pham E,SPE,16510
25/03/2013,7164.22,San pham E,SPE,16909
26/03/2013,7190.32,San pham E,SPE,17308
27/03/2013,7216.42,San pham E,SPE,17707
28/03/2013,7242.52,San pham E,SPE,18106
29/03/2013,7268.62,San pham E,SPE,18505
30/03/2013,7294.72,San pham E,SPE,18904
31/03/2013,7320.82,San pham E,SPE,19303
01/04/2013,7346.92,San pham E,SPE,19702
02/04/2013,7373.02,San pham E,SPE,20101
03/04/2013,7399.12,San pham E,SPE,20500
04/04/2013,7425.22,San pham E,SPE,20899
05/04/2013,7451.32,San pham E,SPE,21298
06/04/2013,7477.42,San pham E,SPE,21697
07/04/2013,7503.52,San pham E,SPE,22096
08/04/2013,7529.62,San pham E,SPE,22495
09/04/2013,7555.72,San pham E,SPE,22894
10/04/2013,7581.82,San pham E,SPE,23293
11/04/2013,7607.92,San pham E,SPE,23692
12/04/2013,7634.02,San pham E,SPE,24091
13/04/2013,7660.12,San pham E,SPE,24490
14/04/2013,7686.22,San pham E,SPE,24889
15/04/2013,7712.32,San pham E,SPE,25288
16/04/2013,7738.42,San pham E,SPE,25687
17/04/2013,7764.52,San pham E,SPE,26086
18/04/2013,7790.62,San pham E,SPE,26485
19/04/2013,7816.72,San pham A,SPA,26884
20/04/2013,7842.82,San pham A,SPA,27283
21/04/2013,7868.92,San pham A,SPA,27682
22/04/2013,7895.02,San pham B,SPB,28081
23/04/2013,7921.12,San pham B,SPB,28480
24/04/2013,7947.22,San pham B,SPB,28879
25/04/2013,7973.32,San pham C,SPC,29278
26/04/2013,7999.42,San pham C,SPC,29677
27/04/2013,8025.52,San pham C,SPC,30076
28/04/2013,8051.62,San pham C,SPC,30475
29/04/2013,8077.72,San pham C,SPC,30874
30/04/2013,8103.82,San pham D,SPD,31273
01/05/2013,8129.92,San pham D,SPD,31672
02/05/2013,8156.02,San pham D,SPD,32071
03/05/2013,8182.12,San pham D,SPD,32470
04/05/2013,8208.22,San pham D,SPD,32869
05/05/2013,8234.32,San pham E,SPE,33268
06/05/2013,8260.42,San pham E,SPE,33667
07/05/2013,8286.52,San pham E,SPE,34066
08/05/2013,8312.62,San pham E,SPE,34465
09/05/2013,8338.72,San pham E,SPE,34864
10/05/2013,8364.82,San pham E,SPE,35263
11/05/2013,8390.92,San pham E,SPE,35662
12/05/2013,8417.02,San pham E,SPE,36061
13/05/2013,8443.12,San pham E,SPE,36460
14/05/2013,8469.22,San pham E,SPE,36859
15/05/2013,8495.32,San pham D,SPD,37258
16/05/2013,8521.42,San pham D,SPD,37657
17/05/2013,8547.52,San pham D,SPD,38056
18/05/2013,8573.62,San pham D,SPD,38455
19/05/2013,8599.72,San pham D,SPD,38854
20/05/2013,8625.82,San pham D,SPD,39253
21/05/2013,8651.92,San pham D,SPD,39652
22/05/2013,8678.02,San pham D,SPD,40051
23/05/2013,8704.12,San pham D,SPD,40450
24/05/2013,8730.22,San pham D,SPD,40849
25/05/2013,8756.32,San pham D,SPD,41248
26/05/2013,8782.42,San pham D,SPD,41647
27/05/2013,8808.52,San pham D,SPD,42046
28/05/2013,8834.62,San pham D,SPD,42445
29/05/2013,8860.72,San pham D,SPD,42844
30/05/2013,8886.82,San pham E,SPE,43243
31/05/2013,8912.92,San pham E,SPE,43642
01/06/2013,8939.02,San pham E,SPE,44041
02/06/2013,8965.12,San pham E,SPE,44440
03/06/2013,8991.22,San pham E,SPE,44839
04/06/2013,9017.32,San pham E,SPE,45238
05/06/2013,9043.42,San pham E,SPE,45637
06/06/2013,9069.52,San pham E,SPE,46036
07/06/2013,9095.62,San pham E,SPE,46435
08/06/2013,9121.72,San pham E,SPE,46834
09/06/2013,9147.82,San pham E,SPE,47233
10/06/2013,9173.92,San pham E,SPE,47632
11/06/2013,9200.02,San pham E,SPE,48031
12/06/2013,9226.12,San pham E,SPE,48430
13/06/2013,9252.22,San pham E,SPE,48829
14/06/2013,9278.32,San pham E,SPE,49228
15/06/2013,9304.42,San pham E,SPE,49627
16/06/2013,9330.52,San pham E,SPE,50026
17/06/2013,9356.62,San pham E,SPE,50425
18/06/2013,9382.72,San pham E,SPE,50824
19/06/2013,9408.82,San pham E,SPE,51223
20/06/2013,9434.92,San pham E,SPE,51622
21/06/2013,9461.02,San pham E,SPE,52021
22/06/2013,9487.12,San pham E,SPE,52420
23/06/2013,9513.22,San pham E,SPE,52819
24/06/2013,9539.32,San pham E,SPE,53218
25/06/2013,9565.42,San pham E,SPE,53617
26/06/2013,9591.52,San pham F,SPF,54016
27/06/2013,9617.62,San pham F,SPF,54415
28/06/2013,9643.72,San pham F,SPF,54814
29/06/2013,9669.82,San pham F,SPF,55213
30/06/2013,9695.92,San pham F,SPF,55612
01/07/2013,9722.02,San pham F,SPF,56011
02/07/2013,9748.12,San pham F,SPF,56410
03/07/2013,9774.22,San pham F,SPF,56809
04/07/2013,9800.32,San pham F,SPF,57208
05/07/2013,9826.42,San pham F,SPF,57607
06/07/2013,9852.52,San pham F,SPF,58006
07/07/2013,9878.62,San pham F,SPF,58405
08/07/2013,9904.72,San pham F,SPF,58804
09/07/2013,9930.82,San pham F,SPF,59203
10/07/2013,9956.92,San pham F,SPF,59602
11/07/2013,9983.02,San pham F,SPF,60001
12/07/2013,10009.12,San pham F,SPF,60400
13/07/2013,10035.22,San pham F,SPF,60799
14/07/2013,10061.32,San pham G,SPG,61198
15/07/2013,10087.42,San pham G,SPG,61597
16/07/2013,10113.52,San pham G,SPG,61996
17/07/2013,10139.62,San pham G,SPG,62395
18/07/2013,10165.72,San pham G,SPG,62794
19/07/2013,10191.82,San pham G,SPG,63193
20/07/2013,10217.92,San pham G,SPG,63592
21/07/2013,10244.02,San pham G,SPG,63991
22/07/2013,10270.12,San pham G,SPG,64390
23/07/2013,10296.22,San pham G,SPG,64789
24/07/2013,10322.32,San pham G,SPG,65188
25/07/2013,10348.42,San pham G,SPG,65587
26/07/2013,10374.52,San pham G,SPG,65986
27/07/2013,10400.62,San pham G,SPG,66385
28/07/2013,10426.72,San pham G,SPG,66784
29/07/2013,10452.82,San pham G,SPG,67183
30/07/2013,10478.92,San pham G,SPG,67582
31/07/2013,10505.02,San pham G,SPG,67981
01/08/2013,10531.12,San pham G,SPG,68380
02/08/2013,10557.22,San pham G,SPG,68779
03/08/2013,10583.32,San pham G,SPG,69178
04/08/2013,10609.42,San pham G,SPG,69577
05/08/2013,10635.52,San pham G,SPG,69976
06/08/2013,10661.62,San pham G,SPG,70375
07/08/2013,10687.72,San pham G,SPG,70774
08/08/2013,10713.82,San pham G,SPG,71173
09/08/2013,10739.92,San pham G,SPG,71572
10/08/2013,10766.02,San pham G,SPG,71971
11/08/2013,10792.12,San pham G,SPG,72370
12/08/2013,10818.22,San pham G,SPG,72769
13/08/2013,10844.32,San pham G,SPG,73168
14/08/2013,10870.42,San pham G,SPG,73567
15/08/2013,10896.52,San pham G,SPG,73966
16/08/2013,10922.62,San pham G,SPG,74365
17/08/2013,10948.72,San pham G,SPG,74764
